"birthyr","gender4","educ","pid3","CC24_401","presvote","TS_g2024"
1974,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1995,1,2,"Independent",NA,NA,-99
1948,1,6,"Independent","I definitely voted in the November 2024 General Election.","Did not vote for President",1
1989,1,6,"Independent",NA,NA,-99
1963,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1986,2,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1985,1,5,"Democrat",NA,NA,1
1967,1,5,"Democrat",NA,NA,1
1996,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1966,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1960,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1969,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1998,2,3,"Democrat",NA,NA,-99
1965,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,4,"Republican",NA,NA,-99
1953,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1963,1,5,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1976,1,5,"Democrat",NA,NA,1
1958,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1959,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1947,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1946,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1999,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1988,1,6,"Other","I definitely voted in the November 2024 General Election.","Oliver",1
1967,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,2,2,"Democrat",NA,NA,-99
1940,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,5,"Democrat",NA,NA,1
1958,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1969,1,2,"Democrat",NA,NA,-99
2001,2,4,"Republican",NA,NA,-99
1960,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1966,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1998,2,2,"Not sure",NA,NA,-99
1957,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1988,1,2,"Democrat",NA,NA,-99
1989,2,2,"Not sure","I definitely voted in the November 2024 General Election.","Trump",-99
1957,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1983,2,6,"Independent",NA,NA,1
1955,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1989,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Trump",-99
1965,2,3,"Democrat",NA,NA,-99
1980,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1960,1,5,"Other","I definitely voted in the November 2024 General Election.","Oliver",1
1966,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1994,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1981,2,3,"Independent","I did not vote in the election this November.",NA,-99
1956,2,3,"Not sure","I definitely voted in the November 2024 General Election.","Did not vote for President",-99
1986,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,2,4,"Democrat",NA,NA,-99
1961,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1956,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1955,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Did not vote for President",1
1949,2,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1999,2,2,"Democrat",NA,NA,1
1955,2,2,"Independent",NA,NA,-99
1991,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1960,1,2,"Independent",NA,NA,-99
1958,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1950,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1950,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,2,2,"Democrat",NA,NA,-99
1963,2,3,"Independent",NA,NA,-99
1988,1,5,"Independent","I definitely voted in the November 2024 General Election.","Oliver",-99
1996,1,2,"Republican",NA,NA,-99
1958,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1950,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1992,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1987,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1993,2,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1980,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1992,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1944,1,6,"Independent","I usually vote, but didn't this time.",NA,0
1998,2,2,"Republican",NA,NA,-99
1967,2,1,"Not sure",NA,NA,-99
1966,2,5,"Independent",NA,NA,-99
1979,1,3,"Democrat","I thought about voting this time – but didn't.",NA,-99
1966,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1965,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2000,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1991,2,5,"Democrat",NA,NA,-99
1986,2,2,"Democrat",NA,NA,-99
2001,3,5,"Democrat",NA,NA,-99
1983,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1993,2,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1996,1,2,"Independent",NA,NA,-99
1997,2,6,"Democrat",NA,NA,0
1975,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1998,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1973,1,3,"Republican",NA,NA,-99
1973,2,2,"Not sure","I usually vote, but didn't this time.",NA,-99
1990,2,2,"Republican",NA,NA,-99
1961,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1949,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1975,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1997,2,6,"Democrat",NA,NA,-99
1964,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1952,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1990,2,2,"Independent","I usually vote, but didn't this time.",NA,-99
1953,2,3,"Democrat",NA,NA,-99
1992,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1972,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1965,1,6,"Other","I definitely voted in the November 2024 General Election.","Stein",1
1955,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1953,2,4,"Democrat",NA,NA,1
1996,1,5,"Democrat",NA,NA,-99
1992,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1955,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1949,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,5,"Democrat",NA,NA,1
1977,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1973,2,2,"Democrat","I did not vote in the election this November.",NA,-99
1980,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1970,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1993,1,3,"Democrat",NA,NA,-99
1995,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1977,2,3,"Not sure",NA,NA,-99
1953,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1973,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1949,2,1,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1996,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1945,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
2001,2,3,"Republican","I usually vote, but didn't this time.",NA,-99
1982,2,1,"Republican",NA,NA,-99
1960,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1992,1,3,"Democrat","I did not vote in the election this November.",NA,-99
1956,2,1,"Democrat",NA,NA,1
1959,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1974,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1959,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1951,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1978,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1973,1,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1976,2,2,"Independent",NA,NA,-99
1989,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1992,1,2,"Democrat","I thought about voting this time – but didn't.",NA,-99
2000,1,5,"Democrat",NA,NA,-99
1972,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1986,1,3,"Democrat",NA,NA,-99
1983,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1992,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1972,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1969,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1961,2,4,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1957,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1954,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1975,2,2,"Republican",NA,NA,-99
1948,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
2003,2,3,"Republican",NA,NA,-99
